name,overseas,withdrawn,role,keeper,batting,bowling,team,year,batting_hand,bowling_arm,bowling_speed,bowling_type,spin_type
Mitchell Marsh,False,True,Allrounder,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Virat Kohli,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2017,R,R,med,seam,
Sreenath Aravind,False,False,Bowler,False,Left-hand bat,Left-arm medium-fast,Royal Challengers Bangalore,2017,L,L,med,seam,
Avesh Khan,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2017,R,R,med,seam,
Samuel Badree,True,False,Bowler,False,Right-hand bat,Legbreak,Royal Challengers Bangalore,2017,R,R,slow,spin,ls
Stuart Binny,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2017,R,R,med,seam,
Yuzvendra Chahal,False,False,Bowler,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2017,R,R,slow,spin,ls
Aniket Choudhary,False,False,Bowler,False,Right-hand bat,Left-arm medium,Royal Challengers Bangalore,2017,R,L,med,seam,
AB de Villiers,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2017,R,R,med,seam,
Praveen Dubey,False,False,Bowler,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2017,R,R,slow,spin,ls
Chris Gayle,True,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2017,L,R,slow,spin,os
Harpreet Singh,False,False,Batsman,False,Left-hand bat,Right-arm medium,Royal Challengers Bangalore,2017,L,R,med,seam,
Travis Head,True,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2017,L,R,slow,spin,os
Iqbal Abdulla,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2017,L,L,slow,spin,sla
Kedar Jadhav,False,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2017,R,R,slow,spin,os
Mandeep Singh,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2017,R,R,med,seam,
Tymal Mills,True,False,Bowler,False,Right-hand bat,Left-arm fast,Royal Challengers Bangalore,2017,R,L,fast,seam,
Adam Milne,True,False,Bowler,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2017,R,R,fast,seam,
Pawan Negi,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2017,L,L,slow,spin,sla
Harshal Patel,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2017,R,R,med,seam,
Sachin Baby,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2017,L,R,slow,spin,os
Tabraiz Shamsi,True,False,Bowler,False,Right-hand bat,Left-arm wrist-spin,Royal Challengers Bangalore,2017,R,L,slow,spin,lls
Billy Stanlake,True,False,Bowler,False,Left-hand bat,Right-arm fast,Royal Challengers Bangalore,2017,L,R,fast,seam,
Shane Watson,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2017,R,R,fast,seam,
Sarfaraz Khan,False,True,Middle-order batsman,False,Right-hand bat,Legbreak,Royal Challengers Bangalore,2017,R,R,slow,spin,ls
KL Rahul,False,True,Opening batsman,False,Right-hand bat,,Royal Challengers Bangalore,2017,R,,,,
David Warner,False,False,Opening batsman,False,Left-hand bat,Legbreak,Sunrisers Hyderabad,2017,L,R,slow,spin,ls
Tanmay Agarwal,False,False,Opening batsman,False,Left-hand bat,Legbreak googly,Sunrisers Hyderabad,2017,L,R,slow,spin,ls
Ricky Bhui,False,False,Top-order batsman,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2017,R,R,slow,spin,ls
Bipul Sharma,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2017,L,L,slow,spin,sla
Ben Cutting,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2017,R,R,fast,seam,
Shikhar Dhawan,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2017,L,R,slow,spin,os
Moises Henriques,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2017,R,R,fast,seam,
Deepak Hooda,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2017,R,R,slow,spin,os
Chris Jordan,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2017,R,R,fast,seam,
Siddarth Kaul,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2017,R,R,med,seam,
Bhuvneshwar Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2017,R,R,med,seam,
Ben Laughlin,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2017,R,R,fast,seam,
Abhimanyu Mithun,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2017,R,R,med,seam,
Mohammad Nabi,True,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2017,R,R,slow,spin,os
Mohammed Siraj,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Sunrisers Hyderabad,2017,R,R,med,seam,
Mustafizur Rahman,True,False,Bowler,False,Left-hand bat,Left-arm fast-medium,Sunrisers Hyderabad,2017,L,L,fast,seam,
Ashish Nehra,False,False,Bowler,False,Right-hand bat,Left-arm medium-fast,Sunrisers Hyderabad,2017,R,L,med,seam,
Naman Ojha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Sunrisers Hyderabad,2017,R,,,,
Rashid Khan,True,False,Bowler,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2017,R,R,slow,spin,ls
Vijay Shankar,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2017,R,R,med,seam,
Barinder Sran,False,False,Bowler,False,Left-hand bat,Left-arm medium,Sunrisers Hyderabad,2017,L,L,med,seam,
Pravin Tambe,False,False,Bowler,False,Right-hand bat,Legbreak,Sunrisers Hyderabad,2017,R,R,slow,spin,ls
Kane Williamson,True,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2017,R,R,slow,spin,os
Yuvraj Singh,False,False,Middle-order batsman,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2017,L,L,slow,spin,sla
Zaheer Khan,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Delhi Daredevils,2016,R,L,fast,seam,
Mayank Agarwal,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2016,R,R,slow,spin,os
Khaleel Ahmed,False,False,Bowler,False,Right-hand bat,Left-arm medium,Delhi Daredevils,2016,R,L,med,seam,
Sam Billings,True,False,Wicketkeeper batsman,True,Right-hand bat,,Delhi Daredevils,2016,R,,,,
Carlos Brathwaite,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Delhi Daredevils,2016,R,R,fast,seam,
Nathan Coulter-Nile,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2016,R,R,fast,seam,
Quinton de Kock,True,False,Wicketkeeper batsman,True,Left-hand bat,,Delhi Daredevils,2016,L,,,,
Jean-Paul Duminy,False,False,Batting allrounder,False,Left-hand bat,Right-arm offbreak,Delhi Daredevils,2016,L,R,slow,spin,os
Akhil Herwadkar,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Delhi Daredevils,2016,L,R,slow,spin,os
Imran Tahir,True,False,Bowler,False,Right-hand bat,Legbreak googly,Delhi Daredevils,2016,R,R,slow,spin,ls
Shreyas Iyer,False,False,Top-order batsman,False,Right-hand bat,Legbreak googly,Delhi Daredevils,2016,R,R,slow,spin,ls
Mahipal Lomror,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Delhi Daredevils,2016,L,L,slow,spin,sla
Chama Milind,False,False,Bowler,False,Left-hand bat,Left-arm medium,Delhi Daredevils,2016,L,L,med,seam,
Amit Mishra,False,False,Bowler,False,Right-hand bat,Legbreak,Delhi Daredevils,2016,R,R,slow,spin,ls
Mohammed Shami,False,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2016,R,R,fast,seam,
Chris Morris,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast-medium,Delhi Daredevils,2016,R,R,fast,seam,
Shahbaz Nadeem,False,False,Bowler,False,Right-hand bat,Slow left-arm orthodox,Delhi Daredevils,2016,R,L,slow,spin,sla
Karun Nair,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2016,R,R,slow,spin,os
Pawan Negi,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Delhi Daredevils,2016,L,L,slow,spin,sla
Rishabh Pant,False,False,Wicketkeeper batsman,True,Left-hand bat,,Delhi Daredevils,2016,L,,,,
Sanju Samson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Delhi Daredevils,2016,R,,,,
Pawan Suyal,False,False,Bowler,False,Right-hand bat,Left-arm medium,Delhi Daredevils,2016,R,L,med,seam,
Jayant Yadav,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2016,R,R,slow,spin,os
Joel Paris,False,True,Bowler,False,Left-hand bat,Left-arm fast-medium,Delhi Daredevils,2016,L,L,fast,seam,
Suresh Raina,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Gujarat Lions,2016,L,R,slow,spin,os
Sarabjit Ladda,False,False,Bowler,False,Right-hand bat,Legbreak,Gujarat Lions,2016,R,R,slow,spin,ls
Akshdeep Nath,False,False,Middle-order batsman,False,Right-hand bat,Right-arm medium-fast,Gujarat Lions,2016,R,R,med,seam,
Amit Mishra,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2016,R,R,med,seam,
Dwayne Bravo,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Gujarat Lions,2016,R,R,med,seam,
Paras Dogra,False,False,Batsman,False,Right-hand bat,Legbreak,Gujarat Lions,2016,R,R,slow,spin,ls
James Faulkner,True,False,Bowling allrounder,False,Right-hand bat,Left-arm fast-medium,Gujarat Lions,2016,R,L,fast,seam,
Aaron Finch,True,False,Top-order batsman,False,Right-hand bat,Slow left-arm orthodox,Gujarat Lions,2016,R,L,slow,spin,sla
Ishan Kishan,False,False,Wicketkeeper batsman,True,Left-hand bat,,Gujarat Lions,2016,L,,,,
Ravindra Jadeja,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Gujarat Lions,2016,L,L,slow,spin,sla
Shadab Jakati,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Gujarat Lions,2016,L,L,slow,spin,sla
Dinesh Karthik,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Gujarat Lions,2016,R,R,slow,spin,os
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2016,R,R,med,seam,
Praveen Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2016,R,R,med,seam,
Brendon McCullum,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Gujarat Lions,2016,R,R,med,seam,
Pradeep Sangwan,False,False,Bowler,False,Right-hand bat,Left-arm medium,Gujarat Lions,2016,R,L,med,seam,
Jaydev Shah,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Gujarat Lions,2016,L,R,slow,spin,os
Dwayne Smith,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Gujarat Lions,2016,R,R,med,seam,
Dale Steyn,True,False,Bowler,False,Right-hand bat,Right-arm fast,Gujarat Lions,2016,R,R,fast,seam,
Pravin Tambe,False,False,Bowler,False,Right-hand bat,Legbreak,Gujarat Lions,2016,R,R,slow,spin,ls
Andrew Tye,True,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Gujarat Lions,2016,R,R,med,seam,
Murali Vijay,False,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2016,R,R,slow,spin,os
Kyle Abbott,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2016,R,R,fast,seam,
Hashim Amla,True,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Anureet Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Farhaan Behardien,True,False,Batting allrounder,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2016,R,R,fast,seam,
KC Cariappa,False,False,Bowler,False,Right-hand bat,Legbreak,Kings XI Punjab,2016,R,R,slow,spin,ls
Rishi Dhawan,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Kings XI Punjab,2016,R,R,med,seam,
Gurkeerat Singh Mann,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2016,R,R,slow,spin,os
Mitchell Johnson,True,False,Bowler,False,Left-hand bat,Left-arm fast,Kings XI Punjab,2016,L,L,fast,seam,
David Miller,True,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Kings XI Punjab,2016,L,R,slow,spin,os
Nikhil Naik,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kings XI Punjab,2016,R,,,,
Axar Patel,False,False,Bowling allrounder,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2016,L,L,slow,spin,sla
Wriddhiman Saha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kings XI Punjab,2016,R,,,,
Sandeep Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Mohit Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Shardul Thakur,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Manan Vohra,False,False,Opening batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Shaun Marsh,False,True,Top-order batsman,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2016,L,L,slow,spin,sla
Glenn Maxwell,False,True,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2016,R,R,slow,spin,os
Marcus Stoinis,False,True,Middle-order batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2016,R,R,med,seam,
Gautam Gambhir,False,False,Top-order batsman,False,Left-hand bat,Legbreak,Kolkata Knight Riders,2016,L,R,slow,spin,ls
Piyush Chawla,False,False,Bowling allrounder,False,Left-hand bat,Legbreak,Kolkata Knight Riders,2016,L,R,slow,spin,ls
Brad Hogg,True,False,Allrounder,False,Left-hand bat,Left-arm wrist-spin,Kolkata Knight Riders,2016,L,L,slow,spin,lls
Jason Holder,True,False,Bowling allrounder,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2016,R,R,med,seam,
Sheldon Jackson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kolkata Knight Riders,2016,R,,,,
Kuldeep Yadav,False,False,Bowler,False,Left-hand bat,Left-arm wrist-spin,Kolkata Knight Riders,2016,L,L,slow,spin,lls
Chris Lynn,True,False,Batsman,False,Right-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2016,R,L,slow,spin,sla
Manan Sharma,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2016,L,L,slow,spin,sla
Morne Morkel,True,False,Bowler,False,Left-hand bat,Right-arm fast,Kolkata Knight Riders,2016,L,R,fast,seam,
Colin Munro,True,False,Opening batsman,False,Left-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2016,L,R,med,seam,
Sunil Narine,True,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2016,L,R,slow,spin,os
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2016,R,R,med,seam,
Yusuf Pathan,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2016,R,R,slow,spin,os
Ankit Rajpoot,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2016,R,R,med,seam,
Andre Russell,True,False,Allrounder,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2016,R,R,fast,seam,
Rajagopal Sathish,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2016,R,R,med,seam,
Shakib Al Hasan,True,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2016,L,L,slow,spin,sla
Shaun Tait,True,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2016,R,R,fast,seam,
Jaydev Unadkat,False,False,Bowler,False,Right-hand bat,Left-arm medium,Kolkata Knight Riders,2016,R,L,med,seam,
Robin Uthappa,False,False,Batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2016,R,R,med,seam,
Suryakumar Yadav,False,False,Batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2016,R,R,med,seam,
Umesh Yadav,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2016,R,R,fast,seam,
John Hastings,False,True,Allrounder,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2016,R,R,fast,seam,
Rohit Sharma,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Corey Anderson,True,False,Batting allrounder,False,Left-hand bat,Left-arm medium-fast,Mumbai Indians,2016,L,L,med,seam,
Jasprit Bumrah,False,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2016,R,R,fast,seam,
Jos Buttler,True,False,Wicketkeeper batsman,True,Right-hand bat,,Mumbai Indians,2016,R,,,,
Unmukt Chand,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Marchant de Lange,True,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2016,R,R,fast,seam,
Shreyas Gopal,False,False,Allrounder,False,Right-hand bat,Legbreak,Mumbai Indians,2016,R,R,slow,spin,ls
Martin Guptill,False,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Harbhajan Singh,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Siddhesh Lad,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Mitchell McClenaghan,True,False,Bowler,False,Left-hand bat,Left-arm fast-medium,Mumbai Indians,2016,L,L,fast,seam,
Hardik Pandya,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2016,R,R,med,seam,
Krunal Pandya,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2016,L,L,slow,spin,sla
Parthiv Patel,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Mumbai Indians,2016,L,R,slow,spin,os
Kieron Pollard,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2016,R,R,med,seam,
Nitish Rana,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Mumbai Indians,2016,L,R,slow,spin,os
Ambati Rayudu,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Nathu Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2016,R,R,med,seam,
Tim Southee,True,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2016,R,R,med,seam,
Jagadeesha Suchith,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2016,L,L,slow,spin,sla
Jerome Taylor,True,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2016,R,R,fast,seam,
Vinay Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2016,R,R,med,seam,
Akshay Wakhare,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2016,R,R,slow,spin,os
Lasith Malinga,False,True,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2016,R,R,fast,seam,
Lendl Simmons,False,True,Top-order batsman,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2016,R,R,med,seam,
MS Dhoni,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2016,R,R,med,seam,
Ankit Sharma,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Rising Pune Supergiants,2016,L,L,slow,spin,sla
Baba Aparajith,False,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Rising Pune Supergiants,2016,R,R,slow,spin,os
Murugan Ashwin,False,False,Bowler,False,Right-hand bat,Legbreak googly,Rising Pune Supergiants,2016,R,R,slow,spin,ls
Ravichandran Ashwin,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Rising Pune Supergiants,2016,R,R,slow,spin,os
George Bailey,True,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2016,R,R,med,seam,
Ankush Bains,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rising Pune Supergiants,2016,R,,,,
Rajat Bhatia,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Rising Pune Supergiants,2016,R,R,med,seam,
Scott Boland,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Rising Pune Supergiants,2016,R,R,fast,seam,
Deepak Chahar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2016,R,R,med,seam,
Ashok Dinda,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Rising Pune Supergiants,2016,R,R,med,seam,
