name,overseas,withdrawn,role,keeper,batting,bowling,team,year,batting_hand,bowling_arm,bowling_speed,bowling_type,spin_type
Mitchell Johnson,True,False,Bowler,False,Left-hand bat,Left-arm fast,Mumbai Indians,2013,L,L,fast,seam,
Dinesh Karthik,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Mumbai Indians,2013,R,R,slow,spin,os
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2013,R,R,med,seam,
Lasith Malinga,True,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2013,R,R,fast,seam,
Sushant Marathe,False,False,Wicketkeeper,True,Left-hand bat,Legbreak googly,Mumbai Indians,2013,L,R,slow,spin,ls
Glenn Maxwell,True,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2013,R,R,slow,spin,os
Pragyan Ojha,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2013,L,L,slow,spin,sla
Jacob Oram,True,False,Allrounder,False,Left-hand bat,Right-arm fast-medium,Mumbai Indians,2013,L,R,fast,seam,
Axar Patel,False,False,Bowling allrounder,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2013,L,L,slow,spin,sla
Munaf Patel,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2013,R,R,med,seam,
Kieron Pollard,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2013,R,R,med,seam,
Ambati Rayudu,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2013,R,R,slow,spin,os
Jalaj Saxena,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2013,R,R,slow,spin,os
Dwayne Smith,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2013,R,R,med,seam,
Pawan Suyal,False,False,Bowler,False,Right-hand bat,Left-arm medium,Mumbai Indians,2013,R,L,med,seam,
Aditya Tare,False,False,Wicketkeeper,True,Right-hand bat,,Mumbai Indians,2013,R,,,,
Sachin Tendulkar,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2013,R,R,slow,spin,os
Suryakumar Yadav,False,False,Batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2013,R,R,med,seam,
Angelo Mathews,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Udit Birla,False,False,,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Ashok Dinda,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Pune Warriors,2013,R,R,med,seam,
Aaron Finch,True,False,Top-order batsman,False,Right-hand bat,Slow left-arm orthodox,Pune Warriors,2013,R,L,slow,spin,sla
Raiphi Gomez,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Harpreet Singh,False,False,Batsman,False,Left-hand bat,Right-arm medium,Pune Warriors,2013,L,R,med,seam,
Dheeraj Jadhav,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Pune Warriors,2013,L,R,slow,spin,os
Bhuvneshwar Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Mithun Manhas,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2013,R,R,slow,spin,os
Mitchell Marsh,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Ajantha Mendis,True,False,Bowler,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2013,R,R,slow,spin,os
Abhishek Nayar,False,False,Allrounder,False,Left-hand bat,Right-arm medium,Pune Warriors,2013,L,R,med,seam,
Ishwar Pandey,False,False,Bowler,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Wayne Parnell,True,False,Bowler,False,Left-hand bat,Left-arm medium-fast,Pune Warriors,2013,L,L,med,seam,
Parvez Rasool,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2013,R,R,slow,spin,os
Mahesh Rawat,False,False,,False,Right-hand bat,,Pune Warriors,2013,R,,,,
Kane Richardson,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Pune Warriors,2013,R,R,fast,seam,
Marlon Samuels,True,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2013,R,R,slow,spin,os
Rahul Sharma,False,False,Bowler,False,Right-hand bat,Legbreak googly,Pune Warriors,2013,R,R,slow,spin,ls
Steven Smith,True,False,Middle-order batsman,False,Right-hand bat,Legbreak googly,Pune Warriors,2013,R,R,slow,spin,ls
Tirumalasetti Suman,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2013,R,R,slow,spin,os
Tamim Iqbal,True,False,Opening batsman,False,Left-hand bat,,Pune Warriors,2013,L,,,,
Ross Taylor,True,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2013,R,R,slow,spin,os
Krishnakant  Upadhyay,False,False,,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Robin Uthappa,False,False,Batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Shrikant Wagh,False,False,Allrounder,False,Left-hand bat,Left-arm medium-fast,Pune Warriors,2013,L,L,med,seam,
Luke Wright,True,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2013,R,R,med,seam,
Yuvraj Singh,False,False,Middle-order batsman,False,Left-hand bat,Slow left-arm orthodox,Pune Warriors,2013,L,L,slow,spin,sla
Michael Clarke,False,True,Middle-order batsman,False,Right-hand bat,Slow left-arm orthodox,Pune Warriors,2013,R,L,slow,spin,sla
Rahul Dravid,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2013,R,R,slow,spin,os
Samuel Badree,True,False,Bowler,False,Right-hand bat,Legbreak,Rajasthan Royals,2013,R,R,slow,spin,ls
Stuart Binny,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2013,R,R,med,seam,
Kevon Cooper,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2013,R,R,med,seam,
Fidel Edwards,True,False,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2013,R,R,fast,seam,
James Faulkner,True,False,Bowling allrounder,False,Right-hand bat,Left-arm fast-medium,Rajasthan Royals,2013,R,L,fast,seam,
Shreevats Goswami,False,False,Wicketkeeper batsman,True,Left-hand bat,,Rajasthan Royals,2013,L,,,,
Harmeet Singh,False,False,,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2013,L,L,slow,spin,sla
Brad Hodge,True,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2013,R,R,slow,spin,os
Brad Hogg,True,False,Allrounder,False,Left-hand bat,Left-arm wrist-spin,Rajasthan Royals,2013,L,L,slow,spin,lls
Vikramjeet Malik,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2013,R,R,med,seam,
Ashok Menaria,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2013,L,L,slow,spin,sla
Kusal Perera,True,False,Wicketkeeper batsman,True,Left-hand bat,,Rajasthan Royals,2013,L,,,,
Ajinkya Rahane,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2013,R,R,med,seam,
Sachin Baby,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Rajasthan Royals,2013,L,R,slow,spin,os
Sanju Samson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2013,R,,,,
Owais Shah,True,False,Batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2013,R,R,slow,spin,os
Shaun Tait,True,False,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2013,R,R,fast,seam,
Pravin Tambe,False,False,Bowler,False,Right-hand bat,Legbreak,Rajasthan Royals,2013,R,R,slow,spin,ls
Siddharth Trivedi,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2013,R,R,med,seam,
Shane Watson,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Rajasthan Royals,2013,R,R,fast,seam,
Dishant Yagnik,False,False,Wicketkeeper,True,Left-hand bat,,Rajasthan Royals,2013,L,,,,
Ajit  Chandila,False,True,Allrounder,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2013,R,R,slow,spin,os
Ankeet Chavan,False,True,Batsman,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2013,L,L,slow,spin,sla
Sreesanth,False,True,Bowler,False,Right-hand bat,Right-arm fast-medium,Rajasthan Royals,2013,R,R,fast,seam,
Virat Kohli,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2013,R,R,med,seam,
Mayank Agarwal,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2013,R,R,slow,spin,os
KP Appanna,False,False,,False,Right-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2013,R,L,slow,spin,sla
Sreenath Aravind,False,False,Bowler,False,Left-hand bat,Left-arm medium-fast,Royal Challengers Bangalore,2013,L,L,med,seam,
Arun Karthik,False,False,Batsman,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2013,R,R,slow,spin,ls
Chris Barnwell,True,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2013,R,R,med,seam,
Daniel Christian,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2013,R,R,fast,seam,
AB de Villiers,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2013,R,R,med,seam,
Tillakaratne Dilshan,True,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2013,R,R,slow,spin,os
Chris Gayle,True,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2013,L,R,slow,spin,os
Moises Henriques,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2013,R,R,fast,seam,
Sheldon Jackson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Royal Challengers Bangalore,2013,R,,,,
Murali Kartik,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2013,L,L,slow,spin,sla
Zaheer Khan,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Royal Challengers Bangalore,2013,R,L,fast,seam,
Andrew McDonald,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2013,R,R,fast,seam,
Abhimanyu Mithun,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2013,R,R,med,seam,
Abhinav Mukund,False,False,Top-order batsman,False,Left-hand bat,Legbreak googly,Royal Challengers Bangalore,2013,L,R,slow,spin,ls
Muttiah Muralitharan,True,False,Bowler,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2013,R,R,slow,spin,os
Karun Nair,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2013,R,R,slow,spin,os
Pankaj Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2013,R,R,med,seam,
Prasanth Parameswaran,False,False,,False,Right-hand bat,Left-arm medium,Royal Challengers Bangalore,2013,R,L,med,seam,
Harshal Patel,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2013,R,R,med,seam,
Cheteshwar Pujara,False,False,Top-order batsman,False,Right-hand bat,Legbreak,Royal Challengers Bangalore,2013,R,R,slow,spin,ls
KL Rahul,False,False,Opening batsman,False,Right-hand bat,,Royal Challengers Bangalore,2013,R,,,,
Ravi Rampaul,True,False,Bowler,False,Left-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2013,L,R,fast,seam,
Sandeep Warrier,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2013,R,R,med,seam,
RP Singh,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Royal Challengers Bangalore,2013,R,L,fast,seam,
Sunny Sohal,False,False,Batsman,False,Right-hand bat,Legbreak,Royal Challengers Bangalore,2013,R,R,slow,spin,ls
Jamaluddin Syed Mohammad,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2013,L,L,slow,spin,sla
Saurabh Tiwary,False,False,Top-order batsman,False,Left-hand bat,,Royal Challengers Bangalore,2013,L,,,,
Jaydev Unadkat,False,False,Bowler,False,Right-hand bat,Left-arm medium,Royal Challengers Bangalore,2013,R,L,med,seam,
Daniel Vettori,True,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2013,L,L,slow,spin,sla
Vinay Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2013,R,R,med,seam,
Vijay Zol,False,False,,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2013,L,R,slow,spin,os
Kumar Sangakkara,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2013,L,R,slow,spin,os
Anand Rajan,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2013,R,R,med,seam,
Ankit Sharma,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2013,L,L,slow,spin,sla
Ashish Reddy,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2013,R,R,med,seam,
Quinton de Kock,True,False,Wicketkeeper batsman,True,Left-hand bat,,Sunrisers Hyderabad,2013,L,,,,
Shikhar Dhawan,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2013,L,R,slow,spin,os
Jean-Paul Duminy,True,False,Batting allrounder,False,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2013,L,R,slow,spin,os
Chris Lynn,True,False,Batsman,False,Right-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2013,R,L,slow,spin,sla
Nathan McCullum,True,False,Bowler,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2013,R,R,slow,spin,os
Clint McKay,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2013,R,R,fast,seam,
Amit Mishra,False,False,Bowler,False,Right-hand bat,Legbreak,Sunrisers Hyderabad,2013,R,R,slow,spin,ls
Parthiv Patel,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2013,L,R,slow,spin,os
Thisara Perera,True,False,Bowling allrounder,False,Left-hand bat,Right-arm medium-fast,Sunrisers Hyderabad,2013,L,R,med,seam,
Padmanabhan Prasanth,False,False,,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2013,L,L,slow,spin,sla
Veer Pratap Singh,False,False,,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2013,R,R,med,seam,
Sachin Rana,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Sunrisers Hyderabad,2013,R,R,med,seam,
Dwaraka Ravi Teja,False,False,Batsman,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2013,R,R,slow,spin,ls
Akshath Reddy,False,False,,False,Right-hand bat,Legbreak,Sunrisers Hyderabad,2013,R,R,slow,spin,ls
Daren Sammy,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2013,R,R,med,seam,
Ishant Sharma,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2013,R,R,fast,seam,
Karn Sharma,False,False,Bowler,False,Left-hand bat,Legbreak googly,Sunrisers Hyderabad,2013,L,R,slow,spin,ls
Dale Steyn,True,False,Bowler,False,Right-hand bat,Right-arm fast,Sunrisers Hyderabad,2013,R,R,fast,seam,
Sudeep Tyagi,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2013,R,R,med,seam,
Hanuma Vihari,False,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2013,R,R,slow,spin,os
Cameron White,True,False,Middle-order batsman,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2013,R,R,slow,spin,ls
MS Dhoni,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Chennai Super Kings,2012,R,R,med,seam,
Srikkanth Anirudha,False,False,Top-order batsman,False,Right-hand bat,,Chennai Super Kings,2012,R,,,,
Ravichandran Ashwin,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2012,R,R,slow,spin,os
S Badrinath,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2012,R,R,slow,spin,os
George Bailey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2012,R,R,med,seam,
Doug Bollinger,False,False,Bowler,False,Left-hand bat,Left-arm fast-medium,Chennai Super Kings,2012,L,L,fast,seam,
Dwayne Bravo,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2012,R,R,med,seam,
Faf du Plessis,False,False,Middle-order batsman,False,Right-hand bat,Legbreak,Chennai Super Kings,2012,R,R,slow,spin,ls
Ben Hilfenhaus,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Chennai Super Kings,2012,R,R,fast,seam,
Michael Hussey,False,False,Middle-order batsman,False,Left-hand bat,Right-arm medium,Chennai Super Kings,2012,L,R,med,seam,
Ravindra Jadeja,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Chennai Super Kings,2012,L,L,slow,spin,sla
Shadab Jakati,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Chennai Super Kings,2012,L,L,slow,spin,sla
Joginder Sharma,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Chennai Super Kings,2012,R,R,fast,seam,
Suraj Randiv,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2012,R,R,slow,spin,os
Nuwan Kulasekara,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Chennai Super Kings,2012,R,R,fast,seam,
Yo Mahesh,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Chennai Super Kings,2012,R,R,med,seam,
Albie Morkel,False,False,Bowling allrounder,False,Left-hand bat,Right-arm medium-fast,Chennai Super Kings,2012,L,R,med,seam,
Abhinav Mukund,False,False,Top-order batsman,False,Left-hand bat,Legbreak googly,Chennai Super Kings,2012,L,R,slow,spin,ls
Suresh Raina,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Chennai Super Kings,2012,L,R,slow,spin,os
Wriddhiman Saha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Chennai Super Kings,2012,R,,,,
Scott Styris,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2012,R,R,med,seam,
Sudeep Tyagi,False,False,Bowler,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2012,R,R,med,seam,
Kuthethurshri Vasudevadas,False,False,Batsman,False,Left-hand bat,Legbreak,Chennai Super Kings,2012,L,R,slow,spin,ls
Murali Vijay,False,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2012,R,R,slow,spin,os
Kumar Sangakkara,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Deccan Chargers,2012,L,R,slow,spin,os
Anand Rajan,False,False,Bowler,False,Right-hand bat,Right-arm medium,Deccan Chargers,2012,R,R,med,seam,
Ankit Sharma,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Deccan Chargers,2012,L,L,slow,spin,sla
Ashish Reddy,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Deccan Chargers,2012,R,R,med,seam,
Tekkami Atchuta Rao,False,False,,False,Left-hand bat,Left-arm medium,Deccan Chargers,2012,L,L,med,seam,
Akash Bhandari,False,False,Bowler,False,Right-hand bat,Legbreak,Deccan Chargers,2012,R,R,slow,spin,ls
Darren Bravo,False,False,Top-order batsman,False,Left-hand bat,Right-arm medium,Deccan Chargers,2012,L,R,med,seam,
Bharat Chipli,False,False,Batsman,False,Right-hand bat,Right-arm medium,Deccan Chargers,2012,R,R,med,seam,
Daniel Christian,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Deccan Chargers,2012,R,R,fast,seam,
Kedar Devdhar,False,False,Wicketkeeper,True,Right-hand bat,,Deccan Chargers,2012,R,,,,
Shikhar Dhawan,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Deccan Chargers,2012,L,R,slow,spin,os
Jean-Paul Duminy,False,False,Batting allrounder,False,Left-hand bat,Right-arm offbreak,Deccan Chargers,2012,L,R,slow,spin,os
Manpreet Gony,False,False,Bowler,False,Right-hand bat,Right-arm medium,Deccan Chargers,2012,R,R,med,seam,
Daniel Harris,False,False,,False,Right-hand bat,Right-arm medium,Deccan Chargers,2012,R,R,med,seam,
Ishank Jaggi,False,False,Batsman,False,Right-hand bat,Legbreak googly,Deccan Chargers,2012,R,R,slow,spin,ls
Abhishek Jhunjhunwala,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Deccan Chargers,2012,R,R,slow,spin,os
Chris Lynn,False,False,Batsman,False,Right-hand bat,Slow left-arm orthodox,Deccan Chargers,2012,R,L,slow,spin,sla
Amit Mishra,False,False,Bowler,False,Right-hand bat,Legbreak,Deccan Chargers,2012,R,R,slow,spin,ls
Tanmay Mishra,False,False,Middle-order batsman,False,Right-hand bat,Right-arm fast-medium,Deccan Chargers,2012,R,R,fast,seam,
Parthiv Patel,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Deccan Chargers,2012,L,R,slow,spin,os
Veer Pratap Singh,False,False,,False,Right-hand bat,Right-arm medium,Deccan Chargers,2012,R,R,med,seam,
Syed Quadri,False,False,,False,Right-hand bat,Right-arm offbreak,Deccan Chargers,2012,R,R,slow,spin,os
Dwaraka Ravi Teja,False,False,Batsman,False,Right-hand bat,Legbreak googly,Deccan Chargers,2012,R,R,slow,spin,ls
Akshath Reddy,False,False,,False,Right-hand bat,Legbreak,Deccan Chargers,2012,R,R,slow,spin,ls
Sneha Kishore,False,False,,False,Right-hand bat,Slow left-arm orthodox,Deccan Chargers,2012,R,L,slow,spin,sla
Sunny Sohal,False,False,Batsman,False,Right-hand bat,Legbreak,Deccan Chargers,2012,R,R,slow,spin,ls
Tanmay Srivastava,False,False,Top-order batsman,False,Left-hand bat,Right-arm medium,Deccan Chargers,2012,L,R,med,seam,
Dale Steyn,False,False,Bowler,False,Right-hand bat,Right-arm fast,Deccan Chargers,2012,R,R,fast,seam,
TP Sudhindra,False,False,,False,Left-hand bat,Right-arm fast,Deccan Chargers,2012,L,R,fast,seam,
Rusty Theron,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Deccan Chargers,2012,R,R,med,seam,
Cameron White,False,False,Middle-order batsman,False,Right-hand bat,Legbreak googly,Deccan Chargers,2012,R,R,slow,spin,ls
Arjun Yadav,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Deccan Chargers,2012,R,R,slow,spin,os
Ishant Sharma,False,True,Bowler,False,Right-hand bat,Right-arm fast-medium,Deccan Chargers,2012,R,R,fast,seam,
Virender Sehwag,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Varun Aaron,False,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2012,R,R,fast,seam,
Ajit Agarkar,False,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2012,R,R,fast,seam,
Punit Bisht,False,False,,False,Right-hand bat,,Delhi Daredevils,2012,R,,,,
Robin Bist,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Gulam Bodi,False,False,Opening batsman,False,Left-hand bat,Left-arm wrist-spin,Delhi Daredevils,2012,L,L,slow,spin,lls
Doug Bracewell,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Delhi Daredevils,2012,R,R,fast,seam,
Unmukt Chand,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Aaron Finch,False,False,Top-order batsman,False,Right-hand bat,Slow left-arm orthodox,Delhi Daredevils,2012,R,L,slow,spin,sla
Mahela Jayawardene,False,False,Batsman,False,Right-hand bat,Right-arm medium,Delhi Daredevils,2012,R,R,med,seam,
Manprit Juneja,False,False,,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Glenn Maxwell,False,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Morne Morkel,False,False,Bowler,False,Left-hand bat,Right-arm fast,Delhi Daredevils,2012,L,R,fast,seam,
Shahbaz Nadeem,False,False,Bowler,False,Right-hand bat,Slow left-arm orthodox,Delhi Daredevils,2012,R,L,slow,spin,sla
Pawan Negi,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Delhi Daredevils,2012,L,L,slow,spin,sla
Naman Ojha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Delhi Daredevils,2012,R,,,,
Irfan Pathan,False,False,Allrounder,False,Left-hand bat,Left-arm medium-fast,Delhi Daredevils,2012,L,L,med,seam,
Kevin Pietersen,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Andre Russell,False,False,Allrounder,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2012,R,R,fast,seam,
Ross Taylor,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Roelof van der Merwe,False,False,Allrounder,False,Right-hand bat,Slow left-arm orthodox,Delhi Daredevils,2012,R,L,slow,spin,sla
Venugopal Rao,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2012,R,R,slow,spin,os
Vikas Mishra,False,False,Bowler,False,Right-hand bat,Slow left-arm orthodox,Delhi Daredevils,2012,R,L,slow,spin,sla
David Warner,False,False,Opening batsman,False,Left-hand bat,Legbreak,Delhi Daredevils,2012,L,R,slow,spin,ls
Umesh Yadav,False,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2012,R,R,fast,seam,
Travis Birt,False,True,Middle-order batsman,False,Left-hand bat,Right-arm medium,Delhi Daredevils,2012,L,R,med,seam,
Colin Ingram,False,True,Top-order batsman,False,Left-hand bat,Legbreak,Delhi Daredevils,2012,L,R,slow,spin,ls
Adam Gilchrist,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Kings XI Punjab,2012,L,R,slow,spin,os
Kyle Abbott,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2012,R,R,fast,seam,
Love Ablish,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Kings XI Punjab,2012,R,R,med,seam,
Amit Yadav,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2012,R,R,slow,spin,os
Parvinder Awana,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Azhar Mahmood,False,False,,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2012,R,R,fast,seam,
